rollout/ep_rew_mean,custom/max_height,time/total_timesteps,time/iterations,custom/current_screen,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss
252.7083333400001,-158.0,25600,100,0,35723,4.16,0,9969.51953125,-0.0002611875534057617,0.2,495,0.0,20831.4740234375,0.00017453557811677455,5.1324954e-05,0.0001,-0.10752402953803539
253.0000000000001,-302.0,25856,101,0,36099,4.08,0,10615.703125,0.0008790493011474609,0.2,500,0.0,20836.2517578125,-0.0002369233639910817,8.332543e-06,0.0001,-0.11221446953713894
252.91666667000013,-14.0,26112,102,0,36476,4.08,0,10485.9921875,-0.000529170036315918,0.2,505,0.0,20991.8525390625,-0.0002452236134558916,2.792105e-05,0.0001,-0.10449806898832321
253.1000000000001,-158.0,26368,103,0,36850,4.06,0,10269.462890625,-0.0002465248107910156,0.2,510,0.0,20609.207421875,-0.00020184374880045653,1.5424564e-05,0.0001,-0.10330567732453347
252.9500000000001,-302.0,26624,104,0,37229,4.09,0,10401.5498046875,-0.0003396272659301758,0.2,515,0.00078125,20540.56181640625,-0.0018501787213608622,0.00038905116,0.0001,-0.10235336869955063
252.7833333400001,-158.0,26880,105,0,37606,4.11,0,10362.794921875,-0.0005129575729370117,0.2,520,0.0,20628.39580078125,0.0002289393451064825,2.8125942e-06,0.0001,-0.104380027577281
253.11666667000011,-14.0,27136,106,0,37983,4.04,0,10287.830078125,-0.00031960010528564453,0.2,525,0.0,20251.43095703125,-0.0011842227773740887,0.00026861066,0.0001,-0.10147686563432216
252.8500000000001,-158.0,27392,107,0,38358,4.11,0,10283.5673828125,-0.0002434253692626953,0.2,530,0.0,20276.49052734375,-8.669754024595022e-05,2.8101727e-05,0.0001,-0.09841770716011525
252.7166666700001,-302.0,27648,108,0,38732,4.17,0,9990.9140625,-0.0002391338348388672,0.2,535,0.0,19774.5984375,-0.0008170724380761385,0.00019503292,0.0001,-0.10029888786375522
252.87777778000012,-158.0,27904,109,0,39109,4.16,0,9675.955078125,-0.0001895427703857422,0.2,540,0.00703125,19723.26220703125,-0.005862165964208544,0.0008898368,0.0001,-0.1036186832934618
252.70000001000008,-14.0,28160,110,0,39485,4.15,0,9458.5380859375,-0.0002048015594482422,0.2,545,0.0,19541.0857421875,-0.0013823657529428602,0.00011795759,0.0001,-0.10217312090098858
252.86666667000011,-158.0,28416,111,0,39864,4.11,0,9463.08203125,-0.00022113323211669922,0.2,550,0.0,19284.857421875,-0.0006530648097395897,0.000116928015,0.0001,-0.10295172072947026
252.84090909000014,-14.0,28672,112,0,40241,4.15,0,9327.666015625,-0.00023365020751953125,0.2,555,0.0,19530.8427734375,-0.000539385061711073,0.00016559567,0.0001,-0.09790452234447003
253.0500000000001,-14.0,28928,113,0,40620,4.07,0,9278.5546875,-0.0001709461212158203,0.2,560,0.0,18944.1203125,-0.0016090014949440956,0.00019280333,0.0001,-0.09465178959071636
253.2000000000001,-158.0,29184,114,0,40996,4.04,0,9894.5859375,-0.00022459030151367188,0.2,565,0.0,19250.65791015625,0.0001490647904574871,1.3774494e-05,0.0001,-0.09687550626695156
253.0500000000001,-14.0,29440,115,0,41375,4.07,0,9810.1669921875,-0.0002281665802001953,0.2,570,0.0,19323.95419921875,-0.00019796916167251765,7.629627e-06,0.0001,-0.09505412429571151
252.8000000000001,-302.0,29696,116,0,41753,4.12,0,9172.69921875,-0.0002168416976928711,0.2,575,0.0,18831.06884765625,3.923967014998198e-05,2.9031653e-06,0.0001,-0.09947064481675624
252.81666667000013,-158.0,29952,117,0,42133,4.1,0,9739.220703125,-0.00040602684020996094,0.2,580,0.0,18907.19453125,-0.00027597721200436356,2.580136e-05,0.0001,-0.09631393812596797
248.2497777800001,-14.0,30208,118,0,42515,4.32,0,9050.4384765625,-0.00021207332611083984,0.2,585,0.00625,18687.6140625,-0.0035242211306467652,0.000892404,0.0001,-0.09404288046061993
248.2331111100001,-14.0,30464,119,0,42893,4.34,0,9444.6669921875,-1.9311904907226562e-05,0.2,590,0.0,19004.792578125,-0.00031507965177297593,4.1927444e-05,0.0001,-0.09003928266465663
252.8500000000001,-158.0,30720,120,0,43267,4.11,0,9100.744140625,-0.00020611286163330078,0.2,595,0.0,18266.704296875,-0.0003897979622706771,0.00013040449,0.0001,-0.08840843290090561
253.2000000000001,-14.0,30976,121,0,43646,4.04,0,9067.6171875,-0.0002683401107788086,0.2,600,0.0,18355.03701171875,-0.0011518344515934586,0.00031878077,0.0001,-0.08566465564072132
252.91666667000013,-302.0,31232,122,0,44021,4.13,0,8925.455078125,-0.00020575523376464844,0.2,605,0.0,18330.1373046875,0.0003121944842860103,8.8475645e-08,0.0001,-0.08643931783735752
253.0833333400001,-158.0,31488,123,0,44398,4.07,0,8507.8974609375,-0.0001481771469116211,0.2,610,0.003125,17881.5234375,-0.0032327406108379362,0.0007466618,0.0001,-0.09113980270922184
253.0333333400001,-302.0,31744,124,0,44772,4.08,0,8975.666015625,-0.0002671480178833008,0.2,615,0.0,18174.6822265625,0.00036576888523995874,1.5599653e-06,0.0001,-0.08688302077353001
252.94285714000011,-14.0,32000,125,0,45152,4.1,0,9037.0166015625,-0.00035440921783447266,0.2,620,0.0,17989.9763671875,-0.00013106483966112136,2.8095441e-05,0.0001,-0.08598027415573598
252.74285714000013,-158.0,32256,126,0,45532,4.17,0,8630.74609375,-0.0001901388168334961,0.2,625,0.003125,17517.60908203125,-0.002150046685710549,0.0006673746,0.0001,-0.08904778584837914
